OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
11/1/2020,10/10/2019,SO45137,310,18735,9,1,1
11/1/2020,26/9/2019,SO45133,314,29163,1,1,1
11/1/2020,14/9/2019,SO45131,344,25979,1,1,1
11/1/2020,3/12/2019,SO45135,310,29264,4,1,1
12/1/2020,25/12/2019,SO45141,312,29222,4,1,1
12/1/2020,25/12/2019,SO45143,310,29278,4,1,1
12/1/2020,26/12/2019,SO45142,311,22901,6,1,1
12/1/2020,28/11/2019,SO45145,314,18716,9,1,1
12/1/2020,25/11/2019,SO45144,311,19093,9,1,1
12/1/2020,17/11/2019,SO45140,312,12485,7,1,1
12/1/2020,25/9/2019,SO45139,314,12468,7,1,1
13/1/2020,10/12/2019,SO45148,342,14656,1,1,1
13/1/2020,28/11/2019,SO45147,312,29166,4,1,1
13/1/2020,25/9/2019,SO45146,310,14950,10,1,1
14/1/2020,8/12/2019,SO45149,314,14941,10,1,1
14/1/2020,24/12/2019,SO45154,313,18767,9,1,1
14/1/2020,27/11/2019,SO45151,314,29202,1,1,1
14/1/2020,18/9/2019,SO45150,346,25980,1,1,1
14/1/2020,30/12/2019,SO45157,344,11750,9,1,1
14/1/2020,13/10/2019,SO45156,344,11465,9,1,1
14/1/2020,5/11/2019,SO45155,312,18900,9,1,1
14/1/2020,8/12/2019,SO45153,310,19089,9,1,1
14/1/2020,25/12/2019,SO45152,310,29276,1,1,1
15/1/2020,19/12/2019,SO45162,312,18721,9,1,1
15/1/2020,5/12/2019,SO45158,344,28419,7,1,1
15/1/2020,19/10/2019,SO45163,328,25714,9,1,1
15/1/2020,26/10/2019,SO45159,349,11400,10,1,1
15/1/2020,20/11/2019,SO45161,349,25978,4,1,1
15/1/2020,11/10/2019,SO45160,310,14984,10,1,1
15/1/2020,4/10/2019,SO45164,349,11453,9,1,1
16/1/2020,23/12/2019,SO45167,311,18706,9,1,1
16/1/2020,8/12/2019,SO45169,314,18766,9,1,1
16/1/2020,23/12/2019,SO45171,345,11754,9,1,1
16/1/2020,30/9/2019,SO45170,351,11462,9,1,1
16/1/2020,26/12/2019,SO45166,312,19083,9,1,1
16/1/2020,23/10/2019,SO45168,312,18738,9,1,1
16/1/2020,31/12/2019,SO45165,313,22881,6,1,1
17/1/2020,29/9/2019,SO45172,334,18008,7,1,1
17/1/2020,22/11/2019,SO45176,313,29254,1,1,1
17/1/2020,29/11/2019,SO45174,313,29198,4,1,1
17/1/2020,30/10/2019,SO45179,351,11457,9,1,1
17/1/2020,17/12/2019,SO45178,347,11456,9,1,1
17/1/2020,28/10/2019,SO45177,314,18903,9,1,1
17/1/2020,30/10/2019,SO45173,314,29157,4,1,1
17/1/2020,23/10/2019,SO45175,313,29238,4,1,1
18/1/2020,30/11/2019,SO45180,311,15046,10,1,1
18/1/2020,1/10/2019,SO45184,320,25717,9,1,1
18/1/2020,1/1/2020,SO45183,334,25711,9,1,1
18/1/2020,25/10/2019,SO45181,310,14929,10,1,1
18/1/2020,11/12/2019,SO45185,310,14949,10,1,1
18/1/2020,25/10/2019,SO45182,312,18769,9,1,1
19/1/2020,17/11/2019,SO45186,313,14991,10,1,1
19/1/2020,6/10/2019,SO45191,328,14660,1,1,1
19/1/2020,18/10/2019,SO45187,310,15047,10,1,1
19/1/2020,15/11/2019,SO45188,311,14861,10,1,1
19/1/2020,8/12/2019,SO45190,313,18931,9,1,1
19/1/2020,3/12/2019,SO45189,310,29145,1,1,1
20/1/2020,22/11/2019,SO45196,311,18739,9,1,1
20/1/2020,2/11/2019,SO45195,313,18929,9,1,1
20/1/2020,4/10/2019,SO45193,310,22889,6,1,1
20/1/2020,21/11/2019,SO45194,313,29221,4,1,1
20/1/2020,5/1/2020,SO45192,314,14846,10,1,1
20/1/2020,3/10/2019,SO45197,314,18902,9,1,1
21/1/2020,22/11/2019,SO45201,312,29168,4,1,1
21/1/2020,19/12/2019,SO45199,346,29476,8,1,1
21/1/2020,5/1/2020,SO45200,311,29148,4,1,1
21/1/2020,17/11/2019,SO45204,345,11460,9,1,1
21/1/2020,14/12/2019,SO45203,314,18907,9,1,1
21/1/2020,12/10/2019,SO45202,314,19094,9,1,1
21/1/2020,28/9/2019,SO45198,313,14847,10,1,1
22/1/2020,10/12/2019,SO45213,349,11464,9,1,1
22/1/2020,22/11/2019,SO45207,312,29156,4,1,1
22/1/2020,1/10/2019,SO45211,311,18724,9,1,1
22/1/2020,28/10/2019,SO45212,314,18729,9,1,1
22/1/2020,7/10/2019,SO45208,344,19884,6,1,1
22/1/2020,6/1/2020,SO45209,314,29201,4,1,1
22/1/2020,11/10/2019,SO45210,311,29239,4,1,1
22/1/2020,6/1/2020,SO45206,313,12474,7,1,1
22/1/2020,25/12/2019,SO45205,344,28420,7,1,1
23/1/2020,11/11/2019,SO45215,312,29208,1,1,1
23/1/2020,6/10/2019,SO45214,310,12464,7,1,1
23/1/2020,14/10/2019,SO45216,313,29261,4,1,1
24/1/2020,1/11/2019,SO45217,314,29144,1,1,1
24/1/2020,14/10/2019,SO45219,313,22893,6,1,1
24/1/2020,22/10/2019,SO45222,330,14728,1,1,1
24/1/2020,24/10/2019,SO45221,314,22903,6,1,1
24/1/2020,4/12/2019,SO45220,312,29207,1,1,1
24/1/2020,18/12/2019,SO45223,312,18930,9,1,1
24/1/2020,23/10/2019,SO45224,311,18723,9,1,1
24/1/2020,20/11/2019,SO45218,345,25982,1,1,1
25/1/2020,25/11/2019,SO45228,314,18768,9,1,1
25/1/2020,8/10/2019,SO45226,342,14662,4,1,1
25/1/2020,20/11/2019,SO45225,338,14653,4,1,1
25/1/2020,11/12/2019,SO45227,322,14726,1,1,1
26/1/2020,21/11/2019,SO45232,310,18736,9,1,1
26/1/2020,13/12/2019,SO45233,344,11472,9,1,1
26/1/2020,30/11/2019,SO45231,314,18908,9,1,1
26/1/2020,9/11/2019,SO45229,349,11387,10,1,1
27/1/2020,24/11/2019,SO45236,312,18731,9,1,1
27/1/2020,14/12/2019,SO45234,328,18009,7,1,1
27/1/2020,27/11/2019,SO45235,314,29147,1,1,1
27/1/2020,11/1/2020,SO45237,314,18737,9,1,1
27/1/2020,15/11/2019,SO45238,346,11459,9,1,1
28/1/2020,15/11/2019,SO45242,311,29223,1,1,1
28/1/2020,11/12/2019,SO45240,310,29155,1,1,1
28/1/2020,25/12/2019,SO45241,311,29203,4,1,1
28/1/2020,16/11/2019,SO45244,350,11756,9,1,1
28/1/2020,25/12/2019,SO45243,334,25715,9,1,1
29/1/2020,24/11/2019,SO45245,310,18928,9,1,1
29/1/2020,3/11/2019,SO45246,310,18709,9,1,1
29/1/2020,30/12/2019,SO45247,334,25716,9,1,1
29/1/2020,7/1/2020,SO45248,344,11451,9,1,1
30/1/2020,19/10/2019,SO45254,314,29252,4,1,1
30/1/2020,14/12/2019,SO45258,340,25712,9,1,1
30/1/2020,16/12/2019,SO45253,314,29237,4,1,1
30/1/2020,22/10/2019,SO45256,336,14664,4,1,1
30/1/2020,16/10/2019,SO45255,314,29258,1,1,1
30/1/2020,5/11/2019,SO45250,310,14147,8,1,1
30/1/2020,8/11/2019,SO45251,334,19422,8,1,1
30/1/2020,4/1/2020,SO45249,310,14928,10,1,1
30/1/2020,15/1/2020,SO45257,314,18718,9,1,1
30/1/2020,15/11/2019,SO45252,312,22877,6,1,1
31/1/2020,30/11/2019,SO45262,313,29265,4,1,1
31/1/2020,15/10/2019,SO45259,314,29225,1,1,1
31/1/2020,18/10/2019,SO45264,349,11454,9,1,1
31/1/2020,10/12/2019,SO45261,312,29175,1,1,1
31/1/2020,5/10/2019,SO45263,340,14722,1,1,1
31/1/2020,8/10/2019,SO45265,350,11461,9,1,1
31/1/2020,5/10/2019,SO45260,310,29150,1,1,1
1/2/2020,16/11/2019,SO45345,313,15048,10,1,1
1/2/2020,7/12/2019,SO45349,312,19568,9,1,1
1/2/2020,19/11/2019,SO45347,342,14733,4,1,1
1/2/2020,6/12/2019,SO45348,311,19562,9,1,1
1/2/2020,10/1/2020,SO45350,311,19613,9,1,1
2/2/2020,31/12/2019,SO45354,340,19432,8,1,1
2/2/2020,2/1/2020,SO45352,313,15081,10,1,1
2/2/2020,1/1/2020,SO45356,313,19096,9,1,1
2/2/2020,28/10/2019,SO45353,310,28630,6,1,1
2/2/2020,7/1/2020,SO45355,312,28778,6,1,1
2/2/2020,14/12/2019,SO45351,313,12520,7,1,1
3/2/2020,9/1/2020,SO45358,312,23172,6,1,1
3/2/2020,1/12/2019,SO45357,351,28443,7,1,1
3/2/2020,23/11/2019,SO45361,312,23057,6,1,1
3/2/2020,7/11/2019,SO45360,313,28036,6,1,1
3/2/2020,25/11/2019,SO45362,313,19271,9,1,1
3/2/2020,21/12/2019,SO45359,313,11227,4,1,1
3/2/2020,15/12/2019,SO45363,312,19565,9,1,1
4/2/2020,17/11/2019,SO45364,311,14161,8,1,1
4/2/2020,11/11/2019,SO45366,330,18011,7,1,1
4/2/2020,13/12/2019,SO45365,313,15078,10,1,1
4/2/2020,31/12/2019,SO45369,314,19269,9,1,1
4/2/2020,23/12/2019,SO45370,312,19270,9,1,1
4/2/2020,6/11/2019,SO45368,328,14732,1,1,1
4/2/2020,10/10/2019,SO45367,328,20561,10,1,1
5/2/2020,8/1/2020,SO45375,313,19596,9,1,1
5/2/2020,16/12/2019,SO45376,344,11761,9,1,1
5/2/2020,18/11/2019,SO45371,310,15062,10,1,1
5/2/2020,28/11/2019,SO45372,348,28449,7,1,1
5/2/2020,30/10/2019,SO45374,312,22996,6,1,1
5/2/2020,24/10/2019,SO45373,349,25994,1,1,1
6/2/2020,12/1/2020,SO45384,338,26789,6,1,1
6/2/2020,15/1/2020,SO45380,324,18010,7,1,1
6/2/2020,10/12/2019,SO45377,313,15077,10,1,1
6/2/2020,24/10/2019,SO45381,344,19988,6,1,1
6/2/2020,17/1/2020,SO45382,313,11129,1,1,1
6/2/2020,6/12/2019,SO45378,310,28178,6,1,1
6/2/2020,12/10/2019,SO45383,332,14734,1,1,1
6/2/2020,29/10/2019,SO45385,334,14735,1,1,1
6/2/2020,13/10/2019,SO45379,313,28363,6,1,1
6/2/2020,12/12/2019,SO45386,312,19607,9,1,1
7/2/2020,24/12/2019,SO45388,350,25986,1,1,1
7/2/2020,2/1/2020,SO45390,310,19560,9,1,1
7/2/2020,14/1/2020,SO45392,344,11762,9,1,1
7/2/2020,10/10/2019,SO45391,313,19588,9,1,1
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
